pretrain_optimizer,run_folder,run_path,pretrain_base_path,finetune_type,finetune_optimizer,name_suffix,checkpoint_step,tensor_name,tensor_shape,numel,l_inf,l2,rms_rms_induced
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.10.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.10.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.10.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.11.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.11.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.11.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.12.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.12.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.12.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.13.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.13.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.13.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.14.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.14.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.14.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.15.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.15.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.15.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.16.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.16.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.16.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.17.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.17.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.17.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.18.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.18.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.18.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.19.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.19.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.19.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.2.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.2.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.2.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.20.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.20.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.20.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.21.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.21.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.21.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.22.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.22.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.22.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.23.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.23.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.23.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.24.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.24.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.24.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.25.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.25.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.25.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.26.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.26.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.26.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.27.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.27.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.27.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.28.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.28.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.28.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.29.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.29.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.29.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.3.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.3.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.3.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.30.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.30.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.30.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.31.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.31.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.31.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.32.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.32.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.32.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.33.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.33.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.33.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.34.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.34.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.34.up_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.35.down_proj.weight,"2048,1408",2883584,0.0,0.0,0.0
muon,muon_ckpt_driving_adamw,/scratch/celine/ft_out/muon_ckpt_driving_adamw,/scratch/celine/moonlight_weights/Moonlight_hf_step_42000,lora,adamw,,2000,model.layers.1.mlp.experts.35.gate_proj.weight,"1408,2048",2883584,0.0,0.0,0.0
